City,Date,Year,Month Name,Day,Season,PM2.5,NO,NO2,NOx,CO,SO2,O3,Benzene,AQI,AQI_Bucket
Lucknow,05/05/2020,2020,May,5,Summer,35.49,2.14,13.75,8.83,0.99,6.38,21.55,,83,Satisfactory
Lucknow,06/05/2020,2020,May,6,Summer,32.63,2.05,14.18,9.15,0.87,6.14,26.63,,64,Satisfactory
Lucknow,07/05/2020,2020,May,7,Summer,39.25,2.97,13.8,8.98,0.85,6.02,33.77,,73,Satisfactory
Lucknow,08/05/2020,2020,May,8,Summer,50.91,4.36,14.74,11.11,0.82,7.13,40.69,,77,Satisfactory
Lucknow,09/05/2020,2020,May,9,Summer,56.14,4.57,12.32,10.16,0.88,7.08,44.38,,103,Moderate
Lucknow,10/05/2020,2020,May,10,Summer,63.31,4.36,8.97,7.76,0.88,7.05,38.5,,122,Moderate
Lucknow,11/05/2020,2020,May,11,Summer,59.8,7.17,12.38,10.81,0.87,7.18,33.78,,140,Moderate
Lucknow,12/05/2020,2020,May,12,Summer,58.92,6.05,12.95,10.83,0.81,7.7,34.29,,106,Moderate
Lucknow,13/05/2020,2020,May,13,Summer,59.92,6.82,16.64,12.56,0.88,9.44,31.25,,143,Moderate
Lucknow,14/05/2020,2020,May,14,Summer,55.4,5.84,14.28,12.24,0.92,8,22.81,,107,Moderate
Lucknow,15/05/2020,2020,May,15,Summer,77.19,6.54,19.73,15.48,0.83,8.44,22.08,,142,Moderate
Lucknow,16/05/2020,2020,May,16,Summer,52.42,6.87,18.53,15.27,0.82,5.39,21.61,,143,Moderate
Lucknow,17/05/2020,2020,May,17,Summer,64.24,8.12,22.86,18.66,0.89,5.94,22.52,,107,Moderate
Lucknow,18/05/2020,2020,May,18,Summer,68.13,9.97,22.77,19.06,0.83,7.35,26.95,,151,Moderate
Lucknow,19/05/2020,2020,May,19,Summer,59.78,8.1,23.51,18.93,0.87,7.79,28.31,,113,Moderate
Lucknow,20/05/2020,2020,May,20,Summer,101.41,8.94,15.03,15.16,0.81,10.59,28.45,,209,Poor
Lucknow,21/05/2020,2020,May,21,Summer,60.52,8.36,13.77,13.92,0.83,8.71,35.42,,152,Moderate
Lucknow,22/05/2020,2020,May,22,Summer,81.15,6.17,14.57,12.97,1.01,8.22,39.65,,158,Moderate
Lucknow,23/05/2020,2020,May,23,Summer,57.56,5.22,9.61,9.22,1.14,5.57,36.74,,164,Moderate
Lucknow,24/05/2020,2020,May,24,Summer,71.25,6.49,17.58,13.12,1.33,6.25,33.04,,134,Moderate
Lucknow,25/05/2020,2020,May,25,Summer,67.24,7.09,18.61,15.61,1.1,5.89,31.37,,173,Moderate
Lucknow,26/05/2020,2020,May,26,Summer,71.23,6.95,18.97,15.95,1.17,6.39,38.78,,147,Moderate
Lucknow,27/05/2020,2020,May,27,Summer,107.05,6.48,14.3,13.41,1.18,6.03,37.29,,205,Poor
Lucknow,28/05/2020,2020,May,28,Summer,38.92,4.79,8.42,8.86,1.02,4.66,36.68,5,135,Moderate
Lucknow,29/05/2020,2020,May,29,Summer,46.61,5.07,9.2,9.12,1.08,4.95,36.09,0.69,78,Satisfactory
Lucknow,30/05/2020,2020,May,30,Summer,46.72,5.93,11.29,10.25,1.24,5.62,29.22,0.54,97,Satisfactory
Lucknow,31/05/2020,2020,May,31,Summer,37.56,7.98,12.38,10.77,1.15,4.31,26.35,0.59,81,Satisfactory
Lucknow,01/06/2020,2020,June,1,Monsoon,47.72,7.5,14.45,12.7,1.19,5.78,38.02,1.07,85,Satisfactory
Lucknow,02/06/2020,2020,June,2,Monsoon,48.38,10.32,16.23,16.23,1.07,5.57,40.95,1.05,99,Satisfactory
Lucknow,03/06/2020,2020,June,3,Monsoon,65.45,12.34,18.09,20.08,1.13,7.3,37.94,1.48,110,Moderate
Lucknow,04/06/2020,2020,June,4,Monsoon,61.74,11.51,10.59,15.36,1.09,5.65,39.31,1.32,142,Moderate
Lucknow,05/06/2020,2020,June,5,Monsoon,51.38,6.16,16.4,14.22,1.11,5.57,37.11,0.82,100,Satisfactory
Lucknow,06/06/2020,2020,June,6,Monsoon,31.01,8.3,14.54,14.95,1.13,5.69,30.8,4.66,84,Satisfactory
Lucknow,07/06/2020,2020,June,7,Monsoon,29.99,7.15,13.52,13.44,1.12,5.82,36.71,,70,Satisfactory
Lucknow,08/06/2020,2020,June,8,Monsoon,53.23,7.15,16.9,15.53,1.12,6.52,34.27,,77,Satisfactory
Lucknow,09/06/2020,2020,June,9,Monsoon,79.9,6.29,22.28,17.66,1.19,4.98,42.58,,148,Moderate
Lucknow,10/06/2020,2020,June,10,Monsoon,91.02,6.11,15.44,13.81,1.13,6.39,51.12,6.83,193,Moderate
Lucknow,11/06/2020,2020,June,11,Monsoon,79.09,5.06,15.07,13.79,1.18,6,44.3,,183,Moderate
Lucknow,12/06/2020,2020,June,12,Monsoon,71.59,5.42,10.4,10.62,1.19,6.89,42.83,,166,Moderate
Lucknow,13/06/2020,2020,June,13,Monsoon,51.8,5.87,10.32,10.55,1.06,6.05,47.41,,117,Moderate
Lucknow,14/06/2020,2020,June,14,Monsoon,41.87,5.57,9.22,10.09,1.03,6.44,45.48,,91,Satisfactory
Lucknow,15/06/2020,2020,June,15,Monsoon,46.39,5.99,11.68,11.5,1.07,6.84,48.03,,79,Satisfactory
Lucknow,16/06/2020,2020,June,16,Monsoon,31.6,5.23,9.35,9.23,1.11,5.93,51.25,,76,Satisfactory
Lucknow,17/06/2020,2020,June,17,Monsoon,39.69,7.56,12.42,12.46,1.14,6.76,46.7,,73,Satisfactory
Lucknow,18/06/2020,2020,June,18,Monsoon,35.98,5.84,9.99,9.9,1.18,6.05,51.53,,75,Satisfactory
Lucknow,19/06/2020,2020,June,19,Monsoon,35.25,6.23,8.1,9.18,1.07,5.3,48.21,,70,Satisfactory
Lucknow,20/06/2020,2020,June,20,Monsoon,36.49,6.83,7.85,9.3,1.01,5.34,54.11,,78,Satisfactory
Lucknow,21/06/2020,2020,June,21,Monsoon,29.43,7.07,7.92,9.59,1.06,5.08,49.52,,71,Satisfactory
Lucknow,22/06/2020,2020,June,22,Monsoon,29.44,6.49,7.97,9.31,1.02,5.27,49.16,,64,Satisfactory
Lucknow,23/06/2020,2020,June,23,Monsoon,34.52,7.86,11.73,12.35,1.11,5.17,47.86,5.96,72,Satisfactory
Lucknow,24/06/2020,2020,June,24,Monsoon,45.74,8.94,23.96,19.87,1.2,4.86,47.33,7.36,90,Satisfactory
Lucknow,25/06/2020,2020,June,25,Monsoon,54.97,8.68,28.99,22.33,1.16,4.93,42.23,,116,Moderate
Lucknow,26/06/2020,2020,June,26,Monsoon,38.9,7.93,20.1,17.02,0.98,3.97,46.84,,81,Satisfactory
Lucknow,27/06/2020,2020,June,27,Monsoon,32.23,9.47,19.22,17.78,0.8,3.77,56.36,,74,Satisfactory
Lucknow,28/06/2020,2020,June,28,Monsoon,34.58,10.39,17.67,17.6,0.81,2.85,56.4,,77,Satisfactory
Lucknow,29/06/2020,2020,June,29,Monsoon,30.19,12.14,18.47,18.87,0.8,3.36,43.61,,65,Satisfactory
Lucknow,30/06/2020,2020,June,30,Monsoon,38.27,6.14,11.94,11.95,0.72,4.31,41.17,,69,Satisfactory
Lucknow,01/07/2020,2020,July,1,Monsoon,34.97,8.5,14.44,6.73,0.73,6.02,36.07,,76,Satisfactory
Mumbai,07/05/2018,2018,May,7,Summer,18.44,23.53,22.6,46.03,1.3,22,34,0.29,73,Satisfactory
Mumbai,08/05/2018,2018,May,8,Summer,18.07,34.2,29.98,64.12,1.36,19.58,35.44,0.35,82,Satisfactory
Mumbai,09/05/2018,2018,May,9,Summer,18.55,34.5,28.9,63.4,1.35,18.59,35.91,0.44,84,Satisfactory
Mumbai,10/05/2018,2018,May,10,Summer,22.57,22.38,23.46,45.81,1.3,21.3,37.26,0.32,77,Satisfactory
Mumbai,11/05/2018,2018,May,11,Summer,23.57,21.08,25.71,46.8,1.26,24.83,36.59,0.44,73,Satisfactory
Mumbai,12/05/2018,2018,May,12,Summer,31.18,15.99,20.17,36.18,1.23,25.71,33.41,0.24,86,Satisfactory
Mumbai,13/05/2018,2018,May,13,Summer,24.22,36.41,30.02,66.43,1.36,21.32,39.09,0.62,90,Satisfactory
Mumbai,14/05/2018,2018,May,14,Summer,21.81,16.06,18.5,34.55,1.25,22.25,36.71,0.35,70,Satisfactory
Mumbai,15/05/2018,2018,May,15,Summer,14.93,15.19,18.23,33.43,1.22,20.01,35.06,0.5,64,Satisfactory
Mumbai,16/05/2018,2018,May,16,Summer,17.86,15.68,20.33,36.02,1.21,20.6,30.81,0.46,64,Satisfactory
Mumbai,17/05/2018,2018,May,17,Summer,24.73,14.94,18.24,33.18,1.25,15.89,40.12,0.49,66,Satisfactory
Mumbai,18/05/2018,2018,May,18,Summer,24.09,26.7,28.27,53.35,1.27,20.46,39.23,0.68,85,Satisfactory
Mumbai,19/05/2018,2018,May,19,Summer,23.97,25.5,23.79,49.3,1.32,24.61,34.83,0.5,83,Satisfactory
Mumbai,20/05/2018,2018,May,20,Summer,20.7,26.5,21.97,48.48,1.34,22.61,45.24,0.35,90,Satisfactory
Mumbai,21/05/2018,2018,May,21,Summer,19.01,14.42,19.69,34.1,1.27,24.7,43.26,0.63,76,Satisfactory
Mumbai,22/05/2018,2018,May,22,Summer,21.85,22.2,25.23,47.43,1.32,22.67,44.85,0.63,90,Satisfactory
Mumbai,23/05/2018,2018,May,23,Summer,24.32,14.02,15.9,31.4,1.31,23.83,53.32,0.38,81,Satisfactory
Mumbai,24/05/2018,2018,May,24,Summer,22.76,,,28.02,1.19,20.43,50.68,0.49,92,Satisfactory
Mumbai,25/05/2018,2018,May,25,Summer,15.38,,,23.02,1.06,20.99,49.28,0.64,75,Satisfactory
Mumbai,26/05/2018,2018,May,26,Summer,18.58,,,24.14,1.09,22.34,50.69,0.3,51,Satisfactory
Mumbai,27/05/2018,2018,May,27,Summer,15.53,,,27.73,1.23,26.74,,0.26,61,Satisfactory
Mumbai,28/05/2018,2018,May,28,Summer,17.17,,,,1.14,23.07,,0.32,118,Moderate
Mumbai,29/05/2018,2018,May,29,Summer,22.54,,,78.73,1.16,19.44,72.08,0.34,115,Moderate
Mumbai,30/05/2018,2018,May,30,Summer,18.79,,,44.37,1.16,20.83,58.76,0.42,83,Satisfactory
Mumbai,31/05/2018,2018,May,31,Summer,20.14,,,38.76,1.18,20.35,50.01,0.34,69,Satisfactory
Mumbai,01/06/2018,2018,June,1,Monsoon,24.8,,,48.35,1.2,17.29,37.89,0.22,75,Satisfactory
Mumbai,02/06/2018,2018,June,2,Monsoon,19.38,,,47.49,1.46,20.91,45.83,0.47,84,Satisfactory
Mumbai,03/06/2018,2018,June,3,Monsoon,18.68,,,63.7,1.74,25.18,43.54,0.45,98,Satisfactory
Mumbai,04/06/2018,2018,June,4,Monsoon,19.98,,,47.38,1.46,24.02,41.12,0.67,82,Satisfactory
Mumbai,05/06/2018,2018,June,5,Monsoon,26.85,,,73.12,1.62,25.77,41.46,0.44,105,Moderate
Mumbai,06/06/2018,2018,June,6,Monsoon,17.66,,,36.88,1.07,27.29,52.91,0.42,77,Satisfactory
Mumbai,07/06/2018,2018,June,7,Monsoon,45.54,,,56.91,1.28,27.62,39.81,0.51,78,Satisfactory
Mumbai,08/06/2018,2018,June,8,Monsoon,17.79,,,53.24,1.26,26.8,38.99,0.63,86,Satisfactory
Mumbai,09/06/2018,2018,June,9,Monsoon,19.26,,,,1.43,,42.27,0.51,72,Satisfactory
Mumbai,11/06/2018,2018,June,11,Monsoon,12.89,,,17.48,1,26.73,41.42,0.29,55,Satisfactory
Mumbai,12/06/2018,2018,June,12,Monsoon,18.02,,,21.61,1.05,26.76,45.42,0.37,56,Satisfactory
Mumbai,13/06/2018,2018,June,13,Monsoon,16.97,,,24.16,1.03,24.88,41.43,,56,Satisfactory
Mumbai,14/06/2018,2018,June,14,Monsoon,19.16,,,33.52,1.05,21.68,36.74,0.43,59,Satisfactory
Mumbai,15/06/2018,2018,June,15,Monsoon,19.64,,,42.76,1.1,22.22,33.69,0.24,77,Satisfactory
Mumbai,16/06/2018,2018,June,16,Monsoon,17.02,,,,1.44,,32.68,0.71,101,Moderate
Mumbai,17/06/2018,2018,June,17,Monsoon,16.94,,,,1.52,23.46,29.05,0.59,118,Moderate
Mumbai,18/06/2018,2018,June,18,Monsoon,10.87,30.83,20.73,74.79,1.45,24.73,30.8,1.04,125,Moderate
Mumbai,19/06/2018,2018,June,19,Monsoon,15.87,30.34,27.43,57.08,1.4,20.43,35.72,0.75,88,Satisfactory
Mumbai,20/06/2018,2018,June,20,Monsoon,25.71,34.53,19.74,54.28,1.42,19.86,39.04,0.51,82,Satisfactory
Mumbai,21/06/2018,2018,June,21,Monsoon,22.86,12.38,9.35,21.72,1.15,17.32,40.96,0.39,71,Satisfactory
Mumbai,22/06/2018,2018,June,22,Monsoon,18.09,11.86,8,19.87,1.19,18.99,44.93,0.63,75,Satisfactory
Mumbai,23/06/2018,2018,June,23,Monsoon,17.52,41.22,22.69,63.92,1.45,20.7,35.33,0.69,89,Satisfactory
Mumbai,24/06/2018,2018,June,24,Monsoon,10.53,28.12,21.7,49.82,1.35,19.23,38.32,0.51,91,Satisfactory
Mumbai,25/06/2018,2018,June,25,Monsoon,13.38,13.15,9.81,22.96,1.19,18.61,48.68,0.36,77,Satisfactory
Mumbai,26/06/2018,2018,June,26,Monsoon,22.06,14.66,7.29,21.95,1.17,18.95,33.79,0.39,68,Satisfactory
Mumbai,27/06/2018,2018,June,27,Monsoon,18.54,12.86,14.83,24.8,1.21,19.25,34.73,0.33,72,Satisfactory
Mumbai,28/06/2018,2018,June,28,Monsoon,19.38,37.79,29.81,66.97,1.4,19.79,31.45,0.66,80,Satisfactory
Mumbai,29/06/2018,2018,June,29,Monsoon,18.39,,23.55,,1.72,20.16,34.69,1.02,109,Moderate
Mumbai,30/06/2018,2018,June,30,Monsoon,16.59,28.83,20.94,49.77,1.49,16.63,28.51,0.62,78,Satisfactory
Mumbai,01/07/2018,2018,July,1,Monsoon,13,28.19,21.22,49.41,1.49,19.4,22.08,0.82,88,Satisfactory
Mumbai,02/07/2018,2018,July,2,Monsoon,13.78,30.97,22.09,53.06,1.37,15.46,22.38,0.55,77,Satisfactory
Mumbai,03/07/2018,2018,July,3,Monsoon,18.5,37.75,25.39,63.13,1.49,18.02,26.45,0.54,89,Satisfactory
Mumbai,04/07/2018,2018,July,4,Monsoon,14.71,11.34,13.29,24.63,1.17,15.13,29.09,0.27,75,Satisfactory
Mumbai,05/07/2018,2018,July,5,Monsoon,14.11,11.07,13.32,24.39,1.19,13.5,27.65,0.5,68,Satisfactory
Mumbai,06/07/2018,2018,July,6,Monsoon,14.53,10.98,15.53,26.52,1.17,12.65,26.26,0.41,72,Satisfactory
Mumbai,07/07/2018,2018,July,7,Monsoon,12.84,17.38,22.11,38.35,1.27,12.79,28.19,0.4,73,Satisfactory
Mumbai,08/07/2018,2018,July,8,Monsoon,,36.66,35.28,,1.41,,,0.56,74,Satisfactory
Mumbai,11/07/2018,2018,July,11,Monsoon,18.15,10.39,16.33,26.73,1.17,14.69,27.8,0.42,67,Satisfactory
Mumbai,12/07/2018,2018,July,12,Monsoon,15.31,10.59,16.32,26.92,1.16,12.03,24.34,0.5,68,Satisfactory
Mumbai,13/07/2018,2018,July,13,Monsoon,14.72,11.01,17.39,28.4,1.23,11.33,25.82,0.5,72,Satisfactory
Mumbai,14/07/2018,2018,July,14,Monsoon,19.26,10.72,16.22,26.96,1.2,11.48,26.07,1.25,84,Satisfactory
Mumbai,15/07/2018,2018,July,15,Monsoon,13.43,9.86,15.37,25.24,1.16,11.5,33.28,0.58,60,Satisfactory
Mumbai,16/07/2018,2018,July,16,Monsoon,15.67,10.53,16.43,26.96,1.17,11.43,30.01,0.46,69,Satisfactory
Mumbai,17/07/2018,2018,July,17,Monsoon,16.43,10.75,16.38,27.14,1.22,11.99,28.73,0.52,80,Satisfactory
Mumbai,18/07/2018,2018,July,18,Monsoon,23.32,9.09,17.66,26.75,1.25,11.67,25.99,0.67,70,Satisfactory
Mumbai,19/07/2018,2018,July,19,Monsoon,46.76,4.55,14.7,19.23,1.2,9.71,24.56,0.72,82,Satisfactory
Mumbai,20/07/2018,2018,July,20,Monsoon,16.52,10.53,18.31,28.85,1.24,11.57,27.49,0.71,70,Satisfactory
Mumbai,21/07/2018,2018,July,21,Monsoon,15,10.13,16.98,27.11,1.04,12.14,29.34,0.6,66,Satisfactory
Mumbai,22/07/2018,2018,July,22,Monsoon,15.37,10.26,16.35,26.61,1.02,11.8,24.89,0.74,62,Satisfactory
Mumbai,23/07/2018,2018,July,23,Monsoon,14.24,11.01,17.29,28.31,1.07,11.66,26.77,0.24,63,Satisfactory
Mumbai,24/07/2018,2018,July,24,Monsoon,15.24,13.13,16.18,29.31,1.1,13.08,18.72,0.51,61,Satisfactory
Mumbai,25/07/2018,2018,July,25,Monsoon,16.28,12.84,14.54,27.38,1.05,12.86,22.01,0.59,61,Satisfactory
Mumbai,26/07/2018,2018,July,26,Monsoon,15.88,16.02,13.72,29.75,1.15,12.88,21.87,0.57,60,Satisfactory
Mumbai,27/07/2018,2018,July,27,Monsoon,13.23,13.76,12.4,26.17,1.14,12.25,22.52,0.53,63,Satisfactory
Mumbai,28/07/2018,2018,July,28,Monsoon,14.11,15.2,12.74,27.95,1.14,13.07,22.15,0.39,62,Satisfactory
Mumbai,29/07/2018,2018,July,29,Monsoon,13.39,18.68,13.83,32.49,1.05,14.99,21.91,0.44,62,Satisfactory
Mumbai,30/07/2018,2018,July,30,Monsoon,15.45,14.19,11.65,25.84,1.15,12.34,21.34,0.67,64,Satisfactory
Mumbai,31/07/2018,2018,July,31,Monsoon,16.22,8.42,15.83,24.25,1.23,9.29,24.03,0.39,44,Good
Mumbai,01/08/2018,2018,August,1,Monsoon,14.71,8.07,15.46,23.54,1.16,10.08,23.69,0.44,64,Satisfactory
Mumbai,02/08/2018,2018,August,2,Monsoon,14.87,11.9,32.71,45.5,1.2,20.19,33.07,1.02,84,Satisfactory
Mumbai,03/08/2018,2018,August,3,Monsoon,17.72,12.25,48.29,58.01,1.18,24.59,18.65,0.32,75,Satisfactory
Mumbai,04/08/2018,2018,August,4,Monsoon,10.36,12.66,20.48,27.66,1.19,10.93,28.24,0.27,65,Satisfactory
Mumbai,05/08/2018,2018,August,5,Monsoon,9.21,15.48,22.23,37.71,1.17,15.38,27.3,0.3,64,Satisfactory
Mumbai,06/08/2018,2018,August,6,Monsoon,11.21,16.13,14.63,30.76,1.2,12.42,27.19,0.36,66,Satisfactory
Mumbai,07/08/2018,2018,August,7,Monsoon,12.65,14.45,20.24,34.7,1.21,9.22,28.15,0.42,66,Satisfactory
Mumbai,08/08/2018,2018,August,8,Monsoon,13.33,12.68,20.09,32.78,1.2,9.64,26.99,0.29,67,Satisfactory
Mumbai,09/08/2018,2018,August,9,Monsoon,11.61,13.13,31.78,44.92,1.21,12.06,32.95,0.19,67,Satisfactory
Mumbai,10/08/2018,2018,August,10,Monsoon,12.59,13.29,20.2,33.44,1.22,10.6,35.23,0.3,69,Satisfactory
Mumbai,11/08/2018,2018,August,11,Monsoon,11.7,14.08,21.17,35.26,1.24,11.08,39.1,0.31,67,Satisfactory
Mumbai,12/08/2018,2018,August,12,Monsoon,9.7,12.42,20.86,33.28,1.22,11.92,38.31,0.29,67,Satisfactory
Mumbai,13/08/2018,2018,August,13,Monsoon,12.94,13.18,17.76,30.93,1.14,9.21,37.65,0.39,68,Satisfactory
Mumbai,14/08/2018,2018,August,14,Monsoon,80.13,15.43,20.85,36.28,0.91,11.77,39.5,0.33,107,Moderate
Mumbai,15/08/2018,2018,August,15,Monsoon,26.83,16.22,22.03,38.26,1.12,14.45,44.31,0.31,93,Satisfactory
Mumbai,16/08/2018,2018,August,16,Monsoon,26.49,15.76,22.23,38,1.1,11.49,41.44,0.43,90,Satisfactory
Mumbai,17/08/2018,2018,August,17,Monsoon,23.72,14.51,21.08,35.6,1.09,11.53,41.28,0.34,83,Satisfactory
Mumbai,18/08/2018,2018,August,18,Monsoon,24.15,16.42,23.64,40.06,1.06,14.13,41.67,0.33,74,Satisfactory
Mumbai,19/08/2018,2018,August,19,Monsoon,22.94,15.52,19.22,34.74,1.02,11.74,44.15,0.33,76,Satisfactory
Mumbai,20/08/2018,2018,August,20,Monsoon,26.68,17.67,20.96,38.63,0.99,11.84,37.31,0.32,81,Satisfactory
Mumbai,21/08/2018,2018,August,21,Monsoon,30.76,18.75,24.6,43.35,1.02,13.7,46.32,0.33,95,Satisfactory
Mumbai,22/08/2018,2018,August,22,Monsoon,25.47,14.19,22.08,36.26,1.03,15.21,47.18,0.38,64,Satisfactory
Mumbai,23/08/2018,2018,August,23,Monsoon,23.11,16.75,26.84,43.6,1.01,15.22,45.22,0.28,65,Satisfactory
Mumbai,24/08/2018,2018,August,24,Monsoon,18.94,14.7,26.94,41.59,1.18,12.06,48.58,0.25,65,Satisfactory
Mumbai,25/08/2018,2018,August,25,Monsoon,25.28,14.09,26.13,40.23,1.33,14.85,49.66,0.28,70,Satisfactory
Mumbai,26/08/2018,2018,August,26,Monsoon,23.62,14.61,24.89,39.51,1.36,14.8,55.14,0.5,72,Satisfactory
Mumbai,27/08/2018,2018,August,27,Monsoon,26.46,36.47,30.42,66.89,1.44,14.13,49.99,0.47,77,Satisfactory
Mumbai,28/08/2018,2018,August,28,Monsoon,30.97,22.59,33.37,55.98,1.39,9.51,54.83,0.4,100,Satisfactory
Mumbai,29/08/2018,2018,August,29,Monsoon,28.58,10.63,32.46,43.09,1.31,7.65,45.71,0.29,77,Satisfactory
Mumbai,30/08/2018,2018,August,30,Monsoon,26.49,9.12,31.34,40.48,1.29,11.08,47.01,0.47,71,Satisfactory
Mumbai,31/08/2018,2018,August,31,Monsoon,25.69,12.02,29.3,41.33,1.31,11.4,48.2,0.35,70,Satisfactory
Mumbai,01/09/2018,2018,September,1,Monsoon,28.24,14.73,27.72,42.45,1.31,13.66,44.98,0.3,71,Satisfactory
Mumbai,02/09/2018,2018,September,2,Monsoon,24.03,13.42,25.98,39.41,1.32,12.45,47.94,0.41,70,Satisfactory
Mumbai,03/09/2018,2018,September,3,Monsoon,26.35,15.1,23.5,38.61,1.31,15.45,49.4,0.29,69,Satisfactory
Mumbai,04/09/2018,2018,September,4,Monsoon,23.49,17.67,20.7,38.38,1.31,14.73,42.47,0.39,70,Satisfactory
Mumbai,05/09/2018,2018,September,5,Monsoon,22.67,13.13,24.62,37.66,1.23,14.35,46.98,0.39,68,Satisfactory
Mumbai,06/09/2018,2018,September,6,Monsoon,25.5,10.1,26.53,35.96,0.98,13.51,43.64,0.28,60,Satisfactory
Mumbai,07/09/2018,2018,September,7,Monsoon,27.31,14.55,31.49,46.03,0.97,15.23,39.31,0.42,65,Satisfactory
Mumbai,08/09/2018,2018,September,8,Monsoon,26.77,13.03,30.32,43.35,0.99,15.65,42.69,0.37,67,Satisfactory
Mumbai,09/09/2018,2018,September,9,Monsoon,24.28,18.89,31.12,49.99,1.1,16.27,39.83,0.97,70,Satisfactory
Mumbai,10/09/2018,2018,September,10,Monsoon,21.84,,26.24,80.08,1.27,12.41,24.91,1.3,84,Satisfactory
Mumbai,11/09/2018,2018,September,11,Monsoon,26.76,,23.19,74.94,1.55,13.9,22.46,0.99,106,Moderate
Mumbai,12/09/2018,2018,September,12,Monsoon,21.64,31.75,21.46,53.21,1.41,11.85,23.67,0.77,89,Satisfactory
Mumbai,13/09/2018,2018,September,13,Monsoon,19.28,34.93,21.2,56.14,1.44,17.7,25.68,0.84,82,Satisfactory
Mumbai,14/09/2018,2018,September,14,Monsoon,23.52,37.65,22.87,60.46,1.57,18.26,27.03,1.04,89,Satisfactory
Mumbai,15/09/2018,2018,September,15,Monsoon,22.09,31.31,24.76,56.08,1.77,17.79,30.62,1.83,102,Moderate
Mumbai,16/09/2018,2018,September,16,Monsoon,25.6,29.74,25.68,55.42,1.77,16.75,33.62,1.53,103,Moderate
Mumbai,17/09/2018,2018,September,17,Monsoon,20.37,27.73,21.88,49.61,1.62,13.13,30.21,0.91,93,Satisfactory
Mumbai,18/09/2018,2018,September,18,Monsoon,25.51,30.13,22.65,52.76,1.58,10.78,30.93,0.79,93,Satisfactory
Mumbai,19/09/2018,2018,September,19,Monsoon,17.68,20.54,23.5,44.02,1.39,10.29,28.35,0.54,78,Satisfactory
Mumbai,20/09/2018,2018,September,20,Monsoon,25.44,33.4,26.19,59.59,1.7,11.93,37.93,0.84,100,Satisfactory
Mumbai,21/09/2018,2018,September,21,Monsoon,42.73,38.25,28.18,66.41,1.92,14.14,43.7,1.41,113,Moderate
Mumbai,22/09/2018,2018,September,22,Monsoon,31.22,16.24,21.98,38.19,1.35,17.08,49.13,0.55,80,Satisfactory
Mumbai,23/09/2018,2018,September,23,Monsoon,35.95,22.8,25.3,48.11,1.5,18.69,45.84,0.56,82,Satisfactory
Mumbai,24/09/2018,2018,September,24,Monsoon,33.06,33.91,23.98,57.89,1.6,14.82,46.51,1.18,104,Moderate
Mumbai,25/09/2018,2018,September,25,Monsoon,33.86,26.2,25.06,51.09,1.55,14.14,36.72,0.62,92,Satisfactory
Mumbai,26/09/2018,2018,September,26,Monsoon,32.52,22.16,29.12,51.22,1.57,15.17,38.59,0.65,91,Satisfactory
Mumbai,27/09/2018,2018,September,27,Monsoon,37.21,40.21,33.05,73.08,1.58,13.64,49.45,0.84,90,Satisfactory
Mumbai,28/09/2018,2018,September,28,Monsoon,44.86,,37.4,,2,15.19,50.39,2.15,108,Moderate
Mumbai,29/09/2018,2018,September,29,Monsoon,44.05,,31.84,73.78,1.94,17.12,47.98,1.42,106,Moderate
Mumbai,30/09/2018,2018,September,30,Monsoon,54.77,,32.42,76.87,2.32,20.79,55.94,1.61,122,Moderate
Mumbai,01/10/2018,2018,October,1,Post-Monsoon,49.35,40.14,31.92,71.83,2.21,16.35,46.39,2.06,128,Moderate
Mumbai,02/10/2018,2018,October,2,Post-Monsoon,49.52,,36.92,,2,15.18,49.69,1.49,111,Moderate
Mumbai,03/10/2018,2018,October,3,Post-Monsoon,50.87,25.36,34,59.36,1.95,15.28,60.44,1.86,122,Moderate
Mumbai,04/10/2018,2018,October,4,Post-Monsoon,43.4,23.44,29.79,53.24,2.09,18.74,47.73,1.59,110,Moderate
Mumbai,05/10/2018,2018,October,5,Post-Monsoon,42.12,33.2,29.9,63.09,2.14,15.77,41.95,1.69,106,Moderate
Mumbai,06/10/2018,2018,October,6,Post-Monsoon,48.16,39.6,29.55,69.14,2.13,16.84,41.35,1.57,117,Moderate
Mumbai,07/10/2018,2018,October,7,Post-Monsoon,54.76,30.75,31.68,62.43,1.89,22.58,52.25,1.03,112,Moderate
Mumbai,08/10/2018,2018,October,8,Post-Monsoon,48.6,24.79,31.1,55.91,1.76,20.49,64.18,2.08,109,Moderate
Mumbai,09/10/2018,2018,October,9,Post-Monsoon,45.06,22.78,24.85,47.6,1.75,20.02,66.08,1.72,103,Moderate
Mumbai,10/10/2018,2018,October,10,Post-Monsoon,42.82,31.63,27.69,57.87,1.69,18.62,59.75,0.98,104,Moderate
Mumbai,11/10/2018,2018,October,11,Post-Monsoon,34.35,37.28,21.34,58.63,1.66,16.7,66.49,0.74,100,Satisfactory
Mumbai,12/10/2018,2018,October,12,Post-Monsoon,44.57,35.41,31.55,66.67,1.76,17.23,65.46,0.96,105,Moderate
Mumbai,13/10/2018,2018,October,13,Post-Monsoon,54.92,37.1,28.09,65.19,1.91,17.81,74.19,1.74,136,Moderate
Mumbai,14/10/2018,2018,October,14,Post-Monsoon,48.18,,30.08,73.09,2.18,18.99,49.91,2.47,149,Moderate
